"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
2000,0.299,1000,1000,0.86,0.8535,0.0999,0.0993,0.82,0.7763,0.1108,0.1099
